"","ID","Description","Count","GeneRatio","geneID"
"GO:0048523","GO:0048523","negative regulation of cellular process",251,"251/901","GCLC/CYP26B1/SCIN/MYLIP/JARID2/MAPK8IP2/TENM1/ETV7/HHATL/FUZ/RUFY3/SLC11A1/FHL1/GCLM/BAK1/TMSB10/TIMP2/USP2/FLT4/LTBP1/KCNH2/DCBLD2/PKP2/PRDM1/ATP2B4/PTPRU/ABCA7/SBNO2/CTNNA2/TIE1/NGEF/ASPM/MAOB/SREBF1/TMEM38A/TP63/GRAMD4/RGS11/ACACB/PAG1/CAMSAP3/MAP2/LAMP3/HOXA9/ADCYAP1R1/PTPRH/MEF2C/C1QTNF3/SEMA5B/GSTP1/ACHE/TFAP2C/PEBP1/ICAM1/TBX15/TSPAN15/SERPIND1/DDT/CYP2D6/TSPO/PDGFB/NFATC2/CTSZ/TBL1X/CAB39L/KLF5/ACP5/ZNF423/CCL17/PARD6A/CEMIP/TUBB4A/IL27RA/JAK3/CAV1/PTPRZ1/LHX2/TGFBR1/ENG/GLIS3/RNF43/IL10RA/CORO1C/ASIC1/ARHGDIB/ATN1/CCND3/TTK/SEMA5A/KNG1/ID2/MIIP/APOA1/CAMSAP2/NR4A1/LRP1/BMP4/FOSB/IFI6/FGFRL1/PKMYT1/RASL11B/E2F8/AJUBA/CBFA2T3/SH3BP4/SH3BP5/TOP2A/RARA/PPP1R1B/PIAS3/DCLK1/SFTPD/HAVCR2/NKX2-1/ABHD17C/UACA/MIEN1/DUSP10/NKD2/IGFBP3/NFIB/SCGB1A1/SLC43A1/ARID5B/PDCD4/ADRA2A/VEGFC/DIXDC1/FOXO1/ADAM17/PTPRK/BANK1/DAB2/ACMSD/BMP6/PID1/ANGPT1/PRKCA/ENPP3/FZD7/MPV17L/CDC25C/RUNX1/SIM2/ATP13A2/S100A1/ZBTB7B/SHC1/CCR5/PTH1R/CYGB/ITGA5/BCL6B/GFI1/EN1/MSX1/PTPN13/ALB/ADAMTS9/APBB2/ZNF219/SALL2/APBB1/NAB2/TSC22D4/SMAD3/AXL/FTH1/LTBP3/ADRB2/LDB2/IRX1/IRX2/SIX2/ZNF692/RRM2/PRNP/FRMD5/ARNT2/NDNF/INSM1/PPP1R14B/AGR3/PTPRM/TNFRSF10D/MST1/HOXB2/NRROS/CD34/TNK1/LPL/CLCF1/KCNE3/CCDC85B/RNF152/MYO1D/MYOZ1/ZHX2/APOBEC3B/TMEM64/SCRIB/RGMA/LDOC1/LCK/TCEAL7/ABAT/ADRA2C/DUSP8/SOCS3/NR2F2/DLK1/CD300LF/BCL9L/SLIT1/MAGI2/KCNJ11/PRKAR1B/SYCP2/EVL/SLC6A9/SRC/SERPINA1/KANK2/STMN3/SERPINB2/RPS26/ATAD3A/OCLN/ARC/STK39/SCAMP5/ARHGEF15/CD3E/SREBF2/FOXO6/COL5A2/CARD16/POU5F1/DDR1/SERPINB5/MIR590/GSTM2/ELFN1/TNF/ARHGDIG/HP/ZBED6/TXNIP/FXYD1/MILR1"
"GO:0048869","GO:0048869","cellular developmental process",244,"244/901","CYP26B1/SPATA20/DLX6/USH1C/SCIN/TEAD3/MYLIP/SYN1/JARID2/MAPK8IP2/TENM1/ETV7/FUZ/RUFY3/CNTN1/CYP24A1/NCDN/FHL1/SH2D2A/IBSP/BAK1/SLC4A7/TIMP2/FLT4/VCAN/LAMC3/SYNE2/PKP2/PRDM1/PTPRU/COL11A1/SBNO2/CTNNA2/TIE1/NGEF/ASPM/KLF6/FGFR3/PLA2G10/SREBF1/TP63/TPD52/CAMSAP3/MAP2/HOXA9/ADCYAP1R1/MEF2C/PGR/C1QTNF3/SEMA5B/FAT1/GSTP1/SNX10/ACHE/PIR/YPEL3/ICAM1/EFNB1/TGM1/TBX15/UNC13D/NEFH/TSPO/PDGFB/REC8/NFATC2/PABPC1L/CTSZ/KLF5/OLFM4/ZNF423/CCL17/RETN/DMPK/ASF1B/TNNT1/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/LHX2/MEGF9/TGFBR1/ENG/TCIRG1/POU2AF1/CORO1C/PERP/SEMA5A/UNC5A/ITGA4/ID2/MYCL/APOA1/CAMSAP2/SASH3/NR4A1/LRP1/BMP4/VASP/TGM3/E2F8/TNNI3/CBFA2T3/GADD45G/TOP2A/RARA/PIAS3/DCLK1/NKX2-1/ALPK3/PAQR5/ZNF750/DUSP10/IGFBP3/NFIB/LRRC4C/ARID5B/PDCD4/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/ADAM17/PTPRK/DAB2/BMP6/PLA2R1/PID1/CABYR/ANGPT1/PRKCA/FZD7/SLA/ATP2B2/AUTS2/NPM2/RUNX1/CBR1/SIM2/CD3G/ZBTB7B/SHC1/IL6R/PTH1R/ITGA5/BCL6B/GFI1/EN1/MSX1/CDS1/ADAMTS9/TIPARP/APBB2/BDH2/C9orf24/NSMF/ZNF219/TMEM100/APBB1/NAB2/STX3/NYAP1/SMAD3/PBX3/AXL/LTBP3/BMP1/ADRB2/GPRIN1/CTNND2/IRX1/IRX2/EMB/SIX2/FOXA3/SGCD/KNDC1/MAL/C1QA/NDNF/INSM1/PTPRM/NRROS/CD34/TNK1/LPL/CLCF1/CCDC85B/MYOZ1/ZHX2/TMEM64/SCRIB/RGMA/LCK/GJC1/CADM1/ADRA2C/SOCS3/SLITRK6/STAC3/NR2F2/DLK1/P4HB/BCL9L/KRT10/SLIT1/MAGI2/PLA2G2A/GJB5/EVL/EPHB4/CACNA1H/SRC/STMN3/PARVA/S100A10/ARC/PNP/TOX/CES1/CD3E/L1CAM/SPRR2E/FOXO6/COL5A2/COL15A1/POU5F1/DDR1/TRIM15/MIR590/MIR23A/TENM3/TNF/NFAM1/SPRR2F/ETV5/HOXB7/TXNIP/CD24/EPOP"
"GO:0050794","GO:0050794","regulation of cellular process",510,"510/901","CFH/GCLC/CYP26B1/CASP10/DLX6/USH1C/SCIN/NOS2/BAIAP3/TEAD3/SELE/MYLIP/SYN1/JARID2/MAPK8IP2/RHOBTB2/TENM1/ETV7/HHATL/FUZ/RUFY3/CNTN1/SLC11A1/CYP24A1/SYT13/NCDN/FHL1/NLRP2/GCLM/KCNG1/BTN3A1/SH2D2A/ARNTL2/IBSP/BAK1/TMSB10/RNF19A/TIMP2/USP2/FLT4/TNFRSF17/CELF2/LTBP1/ELN/KCNQ1/OPN3/SYNE2/KCNH2/DCBLD2/PKP2/PRDM1/ATP2B4/GNA15/CREB3L3/PTPRU/ABCA7/SBNO2/CALCRL/SLC9A7/CTNNA2/TIE1/NGEF/ASPM/KLF6/FGFR3/RASGRP2/MAOB/PLA2G10/SREBF1/TMEM38A/PVR/TP63/GRAMD4/FSCN1/RGS11/SPAG5/ACACB/PAG1/CAMSAP3/MAP2/LAMP3/HOXA9/ADCYAP1R1/EPB41L2/PTPRH/SLC4A4/MEF2C/IL12RB2/FYB1/PGR/C1QTNF3/TRAF5/SEMA5B/OXCT1/GSTP1/MAPRE3/ERO1B/ACHE/TFAP2C/PIR/ASAP3/PEBP1/FXYD3/YPEL3/ICAM1/EFNB1/TGM1/TBX15/UNC13D/TSPAN15/SERPIND1/DDT/CYP2D6/NEFH/TSPO/PDGFB/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/MYOM1/TBL1X/GPR143/CAB39L/KLF5/ACP5/TSC22D1/OLFM4/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/CEMIP/SLC30A4/KCNN4/TUBB4A/RETN/DMPK/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/LHX2/TGFBR1/ENG/GLIS3/RNF43/ICAM2/RAB34/IL10RA/TCIRG1/POU2AF1/CORO1C/ASIC1/ARHGDIB/ATN1/PERP/CCND3/GMDS/TTK/LAMA4/LY86/SEMA5A/GHR/UNC5A/KNG1/ZBTB47/TP53I3/ITGA4/ID2/PLCL1/MIIP/MYCL/SIPA1L2/APOA1/CAMSAP2/TTR/NPC2/LTBP2/CNRIP1/HSPH1/RASL11A/SASH3/NR4A1/LRP1/NDP/UNC5CL/BMP4/FOSB/VASP/SDCBP2/IFI6/FGFRL1/PKMYT1/LRFN1/RASL11B/HOXD11/E2F8/AJUBA/LBP/TNNI3/CBFA2T3/STARD8/SH3BP4/GADD45G/DPP6/ACE2/RAB11FIP4/SH3BP5/TOP2A/RARA/PPP1R1B/KHDRBS3/PIAS3/DCLK1/FAM83F/SFTPD/HAVCR2/OASL/MYO1G/NKX2-1/ABHD17C/RPLP1/UACA/SECTM1/ZNF750/PMAIP1/MIEN1/DUSP10/NKD2/MYO10/IGFBP3/SYBU/FAM83A/NFIB/MKI67/LRRC4C/SCGB1A1/SLC43A1/ARID5B/LYPD6B/PDCD4/ADRA2A/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/RNF144A/ADAM17/ACSL1/UTRN/PTPRK/STK32B/BANK1/DAB2/ACMSD/BMP6/RASSF3/PLA2R1/PID1/ANGPT1/PRKCA/ENPP3/PDIA4/FZD7/ELMO1/SLA/RAB39B/MPV17L/AUTS2/CDC25C/NPM2/RUNX1/SIM2/ARHGAP27/ATP13A2/JAML/CD3G/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/CYGB/ITGA5/CXCL16/BCL6B/DIRAS3/GFI1/EN1/MSX1/CDS1/PTPN13/ALB/ADAMTS9/TIPARP/APBB2/STK17A/CDCA7L/ZNF704/SVEP1/NSMF/ZNF219/BTNL9/SALL2/PLEKHF1/TMEM100/APBB1/CHP2/NAB2/STX3/NYAP1/TSC22D4/SMAD3/TEF/PBX3/TUBA1A/GPD1/AXL/FTH1/LTBP3/CCDC88B/LGI3/BMP1/FEN1/ADRB2/STK32A/LDB2/CTNND2/IRX1/IRX2/SIX2/DLGAP1/FOXA3/SGCD/KCNS3/GIMAP8/FUT3/ZNF692/NETO2/CDC42BPG/KNDC1/RRM2/C3AR1/PRNP/FRMD5/SYNPO/MAL/RCAN2/IL16/ARNT2/SYNPO2/IL17D/C1QA/NDNF/INSM1/PPP1R14B/AGR3/PTPRM/VEGFB/TNFRSF10D/MST1/TNFRSF10C/HOXB2/NRROS/CD34/TNK1/SCUBE2/LPL/CLCF1/KCNE3/CCDC85B/SLCO3A1/RNF152/MYO1D/AGTRAP/POLR2L/MYOZ1/ZHX2/APOBEC3B/CITED4/LYNX1/TMEM64/OR51E1/SCRIB/RGMA/LDOC1/UBE2E2/CRIP2/LCK/TCEAL7/SPATA13/CADM1/ABAT/GPR39/NPW/ADRA2C/DUSP8/SOCS3/SLITRK6/CDCA2/STAC3/PDE6G/NR2F2/DLK1/PDIA2/P4HB/CD300LF/BCL9L/THBS2/SLIT1/EPOR/MAGI2/FPR3/KCNJ11/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/SYCP2/EVL/EPHB4/SLC6A9/CACNA1H/SRC/ACSL5/SERPINA1/KANK2/STMN3/SERPINB2/RPS26/S100A10/ATAD3A/OCLN/MYO1C/TEAD4/C2CD4A/ARC/STK39/SCAMP5/PNP/SUCNR1/ARHGEF15/TOX/CES1/CD3E/PRC1/L1CAM/SREBF2/RASGEF1A/FCGR3A/PLPP4/FOXO6/COL5A2/HLA-DRA/COL15A1/CARD16/MICB/POU5F1/DDR1/TRIM15/SERPINB5/HLA-H/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GSTM2/NEURL1B/TENM3/NPTXR/IGLC6/ELFN1/IGHV4-31/TNF/NFAM1/ZNF737/OR2I1P/ARHGDIG/ETV5/CHCHD10/IGKV1D-39/HOXA10/HP/ZBED6/HOXB7/IKBKE/TXNIP/FXYD1/MILR1/CD24/EPOP/ACACA"
"GO:0051301","GO:0051301","cell division",29,"29/901","TEAD3/ASPM/TP63/SPAG5/EPB41L2/MAPRE3/PDGFB/PARD6A/CCND3/CENPA/TUBA1B/E2F8/RAB11FIP4/TOP2A/VEGFC/DIXDC1/FZD7/CDC25C/TUBA1A/TUBA1C/SAC3D1/VEGFB/CDCA2/KLHDC8B/SYCP2/PRC1/POU5F1/ETV5/TXNIP"
"GO:0051641","GO:0051641","cellular localization",166,"166/901","SCIN/NOS2/BAIAP3/SYN1/TENM1/RUFY3/SLC11A1/BAK1/TMSB10/TIMP2/KCNQ1/SYNE2/KCNH2/PKP2/ATP2B4/PTPRU/ABCA7/TBC1D1/ASPM/SREBF1/TMEM38A/TP63/SPAG5/ACACB/CAMSAP3/MAP2/LAMP3/ADCYAP1R1/EPB41L2/MEF2C/FYB1/OXCT1/RPS5/GSTP1/MAPRE3/SNX10/FTL/UNC13D/TSPAN15/NEFH/TSPO/PDGFB/CTSG/PABPC1L/CTSZ/GPR143/KLF5/OLFM4/ZNF423/PARD6A/AP3B2/CEMIP/SCG3/SLC30A4/TUBB4A/RETN/CAV1/IMPDH1/RAB34/IL10RA/TCIRG1/CORO1C/ASIC1/LIN7A/TTK/EHHADH/KNG1/CENPA/ITGA4/PECR/MLPH/APOA1/TTR/NPC2/LTBP2/LRP1/TUBA1B/BMP4/SDCBP2/AJUBA/RPS4Y1/SH3BP4/DPP6/RAB11FIP4/DCLK1/MYO1G/ABHD17C/RPLP1/GLIPR1/PMAIP1/NKD2/MYO10/SLC22A3/SYBU/ADRA2A/VEGFC/ANKRD50/PTPRK/DAB2/PID1/ANGPT1/TSPAN33/ATP13A2/ZDHHC12/CCR5/MSX1/ALB/SLC29A4/SYTL3/PLEKHF1/CHP2/STX3/SMAD3/TUBA1A/TUBA1C/FTH1/CCDC88B/ADRB2/SIX2/SGCD/RPS21/C3AR1/PRNP/MAL/VEGFB/KCNE3/MYO1D/STX19/PIPOX/SCRIB/AP1S2/LCK/STAC3/PDIA2/SLIT1/MAGI2/KCNJ11/PRKAR1B/SLC6A9/SRC/SERPINA1/RPS26/S100A10/OCLN/MYO1C/ARC/PNP/CES1/SREBF2/DDO/HLA-H/GSTM2/NEURL1B/TNF/NFAM1/PLEKHO2/DECR2/ETV5/CHCHD10/SELENOP/HP/TXNIP/MILR1/CD24/RN7SL2/ACACA"
"GO:0051651","GO:0051651","maintenance of location in cell",16,"16/901","SCIN/TMSB10/ASPM/TMEM38A/FTL/TSPO/CEMIP/SLC30A4/CAV1/CCR5/ALB/FTH1/LCK/PDIA2/GSTM2/CHCHD10"
"GO:0051674","GO:0051674","localization of cell",121,"121/901","SELE/FUZ/RUFY3/TMSB10/FLT4/LAMC3/SYNE2/ATP2B4/PTPRU/CTNNA2/TIE1/ASPM/FSCN1/CAMSAP3/MEF2C/SEMA5B/FAT1/GSTP1/FAT2/ASAP3/ICAM1/EFNB1/TEKT2/DDT/TSPO/PDGFB/CD40/NFATC2/CCL22/CCL17/CEMIP/IL27RA/CAV1/MEGF9/TGFBR1/ENG/CORO1C/TSPAN11/ARHGDIB/LAMA4/SEMA5A/ITGA4/MIIP/APOA1/NR4A1/LRP1/BMP4/AJUBA/LBP/DCLK1/SFTPD/MYO1G/NKX2-1/MIEN1/DUSP10/IGFBP3/ARID5B/ADRA2A/VEGFC/DOCK1/DIXDC1/ADAM17/PTPRK/DAB2/ANGPT1/PRKCA/ELMO1/AUTS2/JAML/SHC1/IL6R/CCR5/CYGB/ITGA5/CXCL16/IGSF8/ADAMTS9/APBB2/NSMF/SMAD3/CORO6/AXL/LDB2/SIX2/FUT3/C3AR1/FRMD5/IL16/NDNF/INSM1/PTPRM/VEGFB/TNFRSF10D/MST1/CD34/SCRIB/LCK/SPATA13/NR2F2/MAGI2/EVL/EPHB4/SRC/KANK2/PARVA/MYO1C/ARC/STK39/L1CAM/RASGEF1A/DDR1/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-23/IGLC6/TNF/IGKV1D-39/CD24"
"GO:0051716","GO:0051716","cellular response to stimulus",377,"377/901","GCLC/CYP26B1/CASP10/NOS2/BAIAP3/TEAD3/SELE/FMO3/JARID2/MAPK8IP2/RHOBTB2/TENM1/FUZ/CNTN1/CYP24A1/SYT13/GRAMD1B/GCLM/BTN3A1/SH2D2A/IBSP/BAK1/TIMP2/FLT4/TNFRSF17/LTBP1/KCNQ1/OPN3/KCNH2/DCBLD2/ATP2B4/GNA15/CREB3L3/PTPRU/MPC1/ABCA7/SBNO2/CALCRL/GSTO2/TIE1/NGEF/ASPM/FGFR3/RASGRP2/PLA2G10/SREBF1/TMEM38A/CYP2W1/TP63/GRAMD4/FSCN1/RGS11/PAG1/MAP2/ADCYAP1R1/MEF2C/IL12RB2/FYB1/PGR/C1QTNF3/TRAF5/SEMA5B/OXCT1/GSTP1/SNX10/PEBP1/YPEL3/ICAM1/EFNB1/TSPAN15/DDT/CYP2D6/NEFH/MCM5/TSPO/PDGFB/FOXRED2/CTSG/REC8/CD40/MYBL2/NFATC2/MYOM1/TBL1X/GPR143/CAB39L/KLF5/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/MCM4/KCNN4/RETN/DMPK/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/TGFBR1/ENG/RNF43/ICAM2/RAB34/IL10RA/TCIRG1/CORO1C/ASIC1/ARHGDIB/PERP/CCND3/GMDS/TTK/LY86/SEMA5A/GHR/UNC5A/KNG1/ITGA4/ID2/PLCL1/SIPA1L2/APOA1/TTR/BSPRY/LTBP2/CNRIP1/HSPH1/RASL11A/NR4A1/LRP1/TUBA1B/NDP/UNC5CL/BMP4/ALKBH7/FOSB/SDCBP2/IFI6/FGFRL1/RASL11B/E2F8/AJUBA/LBP/TNNI3/STARD8/SH3BP4/GADD45G/SH3BP5/AOC3/TOP2A/RARA/PPP1R1B/PIAS3/DCLK1/FAM83F/SFTPD/HAVCR2/OASL/MYO1G/NKX2-1/UACA/SECTM1/PMAIP1/DUSP10/NKD2/MYO10/IGFBP3/SYBU/FAM83A/SLC39A4/SCGB1A1/GLYAT/ARID5B/LYPD6B/PDCD4/ADRA2A/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/ADAM17/ACSL1/PTPRK/STK32B/BANK1/DAB2/BMP6/RASSF3/PLA2R1/PID1/ANGPT1/PRKCA/PDIA4/FZD7/ELMO1/SLA/RAB39B/MPV17L/AUTS2/CDC25C/RUNX1/CBR3/CHAF1B/ARHGAP27/ATP13A2/JAML/CD3G/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/CYGB/ITGA5/CXCL16/DIRAS3/GBP4/GFI1/MSX1/CDS1/PTPN13/ALB/TIPARP/APBB2/STK17A/SVEP1/NSMF/ZNF219/BTNL9/PLEKHF1/TMEM100/APBB1/CHP2/STX3/NYAP1/SMAD3/GPD1/CYP2S1/AXL/LTBP3/BMP1/FEN1/ADRB2/STK32A/MT1E/CTNND2/DLGAP1/FOXA3/SGCD/NETO2/CDC42BPG/KNDC1/C3AR1/PRNP/AQP4/MAL/RCAN2/IL16/ARNT2/IL17D/NDNF/PTPRM/VEGFB/TNFRSF10D/MST1/TNFRSF10C/NRROS/CD34/TNK1/SCUBE2/LPL/CLCF1/RNF152/AGTRAP/POLR2L/MYOZ1/LYNX1/TMEM64/OR51E1/RGMA/LDOC1/UBE2E2/LCK/ABAT/GPR39/NPW/ADRA2C/DUSP8/SOCS3/STAC3/PDE6G/NR2F2/DLK1/PDIA2/P4HB/CD300LF/BCL9L/EPOR/MAGI2/FPR3/KCNJ11/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/EVL/EPHB4/SULT1A1/SLC6A9/CACNA1H/SRC/KANK2/STMN3/SERPINB2/PARVA/OCLN/MYO1C/TEAD4/ARC/STK39/SCAMP5/SUCNR1/CES1/CD3E/SREBF2/RASGEF1A/FCGR3A/PLPP4/FOXO6/COL5A2/HLA-DRA/COL15A1/CARD16/MICB/DDR1/TRIM15/HLA-H/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GSTM2/NEURL1B/TENM3/NPTXR/IGLC6/IGHV4-31/TNF/NFAM1/OR2I1P/ARHGDIG/ETV5/CHCHD10/IGKV1D-39/HP/IKBKE/TXNIP/MILR1/CD24/ACACA"
"GO:0055085","GO:0055085","transmembrane transport",74,"74/901","MAPK8IP2/SLC11A1/FHL1/KCNG1/BAK1/SLC4A7/KCNQ1/KCNH2/ATP2B4/MPC1/ABCA7/SLC9A7/SLC9A3/TMEM38A/PANX2/CLCN4/ACACB/SLC4A4/MEF2C/FXYD3/SLC22A17/SLC7A4/SLCO4A1/CEMIP/SLC30A4/KCNN4/CAV1/TCIRG1/ASIC1/APOA1/DPP6/ACE2/ATP8B2/SLC22A3/SLC39A4/SLC43A1/ADRA2A/UTRN/PID1/ATP2B2/CNNM4/SLC13A3/ATP13A2/S100A1/CCR5/SLC16A14/SLC29A4/STEAP1/TTYH1/ADRB2/EMB/KCNS3/NETO2/PRNP/AQP4/KCNE3/SLCO3A1/SLC25A42/LCK/GJC1/STAC3/KCNJ11/SLC38A3/GJB5/SLC6A9/CACNA1H/ACSL5/OCLN/ARC/STK39/GSTM2/TNF/FXYD1/ACACA"
"GO:0060352","GO:0060352","cell adhesion molecule production",2,"2/901","CAV1/APOA1"
"GO:0061842","GO:0061842","microtubule organizing center localization",2,"2/901","SYNE2/ASPM"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",17,"17/901","SREBF1/LAMP3/TSPO/IL10RA/TCIRG1/SH3BP4/PIP4K2A/FOXO1/RAB39B/ATP13A2/PLEKHF1/ATG16L2/ADRB2/SYNPO2/RNF152/SRC/SREBF2"
"GO:0071554","GO:0071554","cell wall organization or biogenesis",0,"0/901",""
"GO:0071840","GO:0071840","cellular component organization or biogenesis",311,"311/901","GCLC/CYP26B1/USH1C/SCIN/NOS2/BAIAP3/SELE/MYLIP/SYN1/JARID2/MAPK8IP2/RHOBTB2/TENM1/FUZ/RUFY3/CNTN1/SYT13/NCDN/FHL1/GRAMD1B/GCLM/KCNG1/IBSP/BAK1/TMSB10/RNF19A/TIMP2/TUBG2/VCAN/CELF2/ELN/LAMC3/SYNE2/DCBLD2/PKP2/COL11A1/ABCA7/COL17A1/TBC1D1/CTNNA2/TIE1/NGEF/ASPM/RASGRP2/PLA2G10/SREBF1/TMEM38A/PVR/TP63/FSCN1/SPAG5/ACACB/CAMSAP3/MAP2/EPB41L2/COL5A3/MEF2C/SEMA5B/RPS5/FAT1/MAPRE3/SNX10/ERO1B/ACHE/ASAP3/ICAM1/EFNB1/TGM1/TEKT2/ARVCF/NEFH/MCM5/TSPO/PDGFB/CTSG/REC8/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/TBL1X/GPR143/KLF5/PARD6A/MCM4/KCNN4/TUBB4A/DMPK/ASF1B/TNNT1/CAV1/EPHB6/PTPRZ1/LHX2/TGFBR1/ENG/ICAM2/SYNGR2/RAB34/IL10RA/TCIRG1/CORO1C/ASIC1/LIN7A/ARHGDIB/PERP/TTK/LAMA4/PCDHB2/SEMA5A/UNC5A/EHHADH/CENPA/ITGA4/PECR/APOA1/CAMSAP2/TTR/NPC2/LTBP2/LRP1/TUBA1B/NDP/BMP4/ALKBH7/VASP/TGM3/IFI6/PKMYT1/LRFN1/AJUBA/STARD8/SH3BP4/ACE2/TOP2A/DCLK1/MYO1G/NKX2-1/ABHD17C/PMAIP1/P3H4/MIEN1/ATP8B2/NKD2/MYO10/IGFBP3/SYBU/NFIB/MKI67/LRRC4C/ADRA2A/DOCK1/DIXDC1/PIP4K2A/ADAM17/UTRN/PTPRK/CENPH/DAB2/BMP6/PID1/ANGPT1/PRKCA/ELMO1/RAB39B/MPV17L/AUTS2/SHROOM4/CDC25C/TSPAN33/NPM2/RUNX1/CHAF1B/ATP13A2/MPZL3/TLCD1/CD3G/ZBTB7B/SHC1/CCR5/ITGA5/CXCL16/GFI1/CADM3/MSX1/CDS1/ALB/ADAMTS9/APBB2/C9orf24/SVEP1/NSMF/PLEKHF1/APBB1/STX3/NYAP1/SMAD3/CORO6/TUBA1A/TUBA1C/AXL/TTYH1/ATG16L2/LTBP3/SAC3D1/CCDC88B/BMP1/FEN1/ADRB2/GPRIN1/LDB2/CTNND2/EMB/FOXA3/KCNS3/CDC42BPG/KNDC1/COL8A2/RRM2/RPS21/PRNP/FRMD5/AQP4/TLN2/SYNPO/MAL/SYNPO2/C1QA/NDNF/INSM1/EHBP1L1/PTPRM/MST1/CD34/TNK1/LPL/CCDC85B/MYO1D/MYOZ1/RPP25/STX19/PIPOX/SCRIB/MRPL14/MRPL41/RGMA/SYNM/SPATA13/GJC1/CADM1/SMTN/SLITRK6/CLDN6/OLFML2A/P4HB/KLHDC8B/BCL9L/THBS2/KRT10/SLIT1/MAGI2/PLA2G2A/PLSCR1/GSPT2/SYCP2/EVL/EPHB4/SRC/SERPINA1/STMN3/PARVA/S100A10/ATAD3A/OCLN/MYO1C/ARC/SCAMP5/ARHGEF15/TOX/CD3E/PRC1/L1CAM/SREBF2/DDO/FOXO6/COL5A2/HLA-DRA/COL15A1/DDR1/SERPINB5/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GOLGA8B/TENM3/IGLC6/ELFN1/IGHV4-31/TNF/DECR2/ETV5/CHCHD10/CD24/PCDHB16/EPOP/RN7SL2/ACACA"
"GO:0090618","GO:0090618","DNA clamp unloading",0,"0/901",""
"GO:0097194","GO:0097194","execution phase of apoptosis",2,"2/901","CASP10/TOP2A"
"GO:0097528","GO:0097528","execution phase of necroptosis",0,"0/901",""
"GO:0098743","GO:0098743","cell aggregation",2,"2/901","COL11A1/BMP1"
"GO:0140029","GO:0140029","exocytic process",3,"3/901","STX3/STX19/SCRIB"
"GO:0140253","GO:0140253","cell-cell fusion",3,"3/901","SBNO2/NFATC2/CACNA1H"
"GO:0140352","GO:0140352","export from cell",87,"87/901","SCIN/NOS2/BAIAP3/SYN1/SLC11A1/SYT13/BTN3A1/TIMP2/KCNQ1/KCNH2/MAOB/PLA2G10/SREBF1/SLC4A4/MEF2C/C1QTNF3/OXCT1/GSTP1/ACHE/FTL/UNC13D/PDGFB/CTSG/CD40/CTSZ/MYOM1/OLFM4/PARD6A/SCG3/KCNN4/RETN/IMPDH1/ENG/SYNGR2/TCIRG1/ASIC1/LIN7A/KNG1/APOA1/TTR/NPC2/LTBP2/LRP1/MYO1G/GLIPR1/NKD2/SYBU/ADRA2A/VEGFC/BMP6/PRKCA/PDIA4/ATP13A2/ALB/SLC29A4/SYTL3/APBB1/STX3/AXL/FTH1/LGI3/KCNS3/C3AR1/VEGFB/CD34/KCNE3/STX19/SCRIB/CADM1/ABAT/ADRA2C/KCNJ11/SLC6A9/CACNA1H/SRC/SERPINA1/SCAMP5/PNP/SUCNR1/HLA-H/TNF/NFAM1/PLEKHO2/SELENOP/HP/FXYD1/MILR1"
"GO:0140448","GO:0140448","signaling receptor ligand precursor processing",5,"5/901","ERO1B/CTSG/CTSZ/ACE2/CES1"
"GO:1990748","GO:1990748","cellular detoxification",7,"7/901","GSTO2/GSTP1/CYGB/ALB/GSTM2/TNF/HP"
"GO:0043609","GO:0043609","regulation of carbon utilization",0,"0/901",""
"GO:0006808","GO:0006808","regulation of nitrogen utilization",0,"0/901",""
"GO:0019676","GO:0019676","ammonia assimilation cycle",0,"0/901",""
"GO:0045847","GO:0045847","negative regulation of nitrogen utilization",0,"0/901",""
"GO:0045848","GO:0045848","positive regulation of nitrogen utilization",0,"0/901",""
"GO:0000728","GO:0000728","gene conversion at mating-type locus, DNA double-strand break formation",0,"0/901",""
