"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009636","GO:0009636","response to toxic substance","30/1144","250/18866",0.000278484501457209,0.00912881854198745,0.00692356357136692,"GPX3/ABCG2/SOD2/PON2/SCN1B/DHRS2/SLC7A11/DUOX1/MGST1/TP53INP1/ABTB2/APOE/NUPR1/PON3/LCN2/EPHX1/GPX2/DNMT3B/IYD/MPST/CYP1B1/GJC2/GSR/GSTA1/GSTM3/GSTM1/CCNB1/CDK4/SESN1/ASS1",30
"GO:0002576","GO:0002576","platelet degranulation","19/1144","129/18866",0.000284502755162698,0.0092314692416489,0.00700141687094589,"PROS1/DMTN/FCER1G/LHFPL2/CLEC3B/IGF2/TAGLN2/MAGED2/TIMP1/SYTL4/SERPINA4/CLU/APP/ACTN4/ITGB3/CD109/CD63/A2M/STXBP1",19
"GO:0002697","GO:0002697","regulation of immune effector process","48/1144","470/18866",0.000284871648261075,0.0092314692416489,0.00700141687094589,"PROS1/TNFRSF1B/VAMP8/GATA3/FCER1G/C4BPB/APOA2/CD55/ZC3H12A/RARA/C4BPA/DTX3L/HTRA1/CD96/IL13RA2/RAC2/AGER/IGKC/VAV1/CFB/HAVCR2/SLAMF8/TNFAIP3/PTPRC/CLU/CD86/SPINK5/NECTIN2/C1QC/LGALS3/WNT5A/IGKV1-5/P2RX7/CD1E/BST2/IGHV1-69/PGC/IGKV5-2/CPB2/MAD2L2/TLR4/DDX58/JAK3/CD84/C2/TRPM4/A2M/STXBP1",48
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","42/1144","395/18866",0.000289239524511793,0.00931975763355896,0.00706837737533006,"CDK6/IFT57/KDR/GATA3/OSR2/ACVRL1/BMP2/MIR23A/RB1/IGF2/NRP2/FGFR2/HIF1A/MEF2C/HYAL1/CDKN2B/OVOL2/HTRA1/ZFP36/DLX5/HPN/APOE/NME2/NUPR1/SIX4/TNFAIP3/PPARG/ERRFI1/HAS2/CXCL12/ERBB2/SFRP1/WNT5A/HES1/CPB2/FMC1/SERPINF1/PTPRN/TLR4/ITGB3/ID1/CD109",42
"GO:0014002","GO:0014002","astrocyte development","10/1144","45/18866",0.000293590846989248,0.00935719188634455,0.00709676860993677,"CDK6/IFNGR1/AGER/LRP1/TREM2/APP/TLR4/S100A8/PLP1/VIM",10
"GO:0035050","GO:0035050","embryonic heart tube development","14/1144","80/18866",0.000294043031871291,0.00935719188634455,0.00709676860993677,"IFT57/PKD2/TBX3/HIF1A/SOX17/MEF2C/OVOL2/STIL/TBX2/FOXC1/WNT5A/HES1/TEAD2/GATA4",14
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","36/1144","322/18866",0.000296476278411848,0.00935719188634455,0.00709676860993677,"FPR1/PKD2/CASQ2/GPR157/MCOLN3/SRI/GPER1/CCR1/S1PR1/BDKRB2/CD55/CXCR6/CACNB3/AVPR1A/JPH1/CIB2/AKAP6/LPAR6/TRPM2/CNR1/JSRP1/S1PR4/GPR35/LRP1/RYR1/CXCL13/RASA3/PTPRC/ITPR3/ITPR1/P2RX7/C1QTNF1/CD52/PLA2G1B/CX3CR1/TRPM4",36
"GO:0034599","GO:0034599","cellular response to oxidative stress","35/1144","310/18866",0.000297001329490746,0.00935719188634455,0.00709676860993677,"BNIP3/GPX3/SIGMAR1/PKD2/SOD2/SPHK1/DHRS2/SLC7A11/ZC3H12A/MGST1/HIF1A/TP53INP1/TRPM2/PRKCD/NME2/TNFAIP3/NET1/MGAT3/KLF4/LCN2/ECT2/NCOA7/PDGFD/GPX2/HSPA1B/HSPA1A/CDK2/ROMO1/CYP1B1/GSR/ABCD1/TLR4/RNF112/PPARGC1A/GATA4",35
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","12/1144","62/18866",0.000299587307080358,0.00936985625629144,0.00710637363932971,"CD44/JAM3/AGER/DSP/PARVA/PTPRC/KLF4/IL1RN/GCNT2/PKP2/ITGB3/ITGA5",12
"GO:0006790","GO:0006790","sulfur compound metabolic process","40/1144","371/18866",0.00030070778322078,0.00936985625629144,0.00710637363932971,"ST3GAL1/MVD/FAR1/ENPP1/SPOCK2/ETHE1/ELOVL4/ACOT7/SLC7A11/ACSL3/BHMT/CHPF/TST/MGST1/CHST13/LUM/HYAL1/MAT1A/AASS/SCD/SMS/GSTA4/ST3GAL4/AMD1/CSPG5/CSAD/CHSY1/MPST/SULT4A1/GSR/THEM5/HMGCS2/UST/ABCD1/PDP1/MCCC2/GSTA1/GSTM3/GSTM1/BAAT",40
"GO:0006631","GO:0006631","fatty acid metabolic process","42/1144","396/18866",0.000305123130752653,0.00945548237430764,0.00717131499715469,"PHYH/APOC1/PON2/ECHDC2/ELOVL4/ACOT7/AVPR1A/MFSD2A/ACSL3/SLC45A3/LIPH/PTGES/ACAA2/CNR1/PAM/PTGDS/SCD/MGLL/HACD3/PON3/PPARG/ATP6V1B1/LYPLA1/EPHX1/TYRP1/LIPC/CYP2E1/IRS2/MLXIPL/CYP1B1/ACOX2/CRAT/THEM5/ABCD1/PDP1/GSTA1/SLC27A3/PLA2G1B/GSTM1/PPARGC1A/PLP1/BAAT",42
"GO:0007015","GO:0007015","actin filament organization","45/1144","434/18866",0.000313075130735986,0.00956252004419055,0.00725249550354297,"DMTN/PHACTR1/CYFIP2/ARHGEF10L/ARHGEF2/MICALL2/S1PR1/RHOBTB2/PLS1/VASP/IQGAP2/CAP2/RHOH/PIK3R1/BAIAP2L2/RAC2/PLS3/PRKCD/GAS2L3/MYO5B/FAM107A/F11R/SORBS1/SPTBN2/BIN1/GSN/TENM1/CXCL12/PDLIM1/ASAP3/SFRP1/NEDD9/CORO6/DSTN/EFS/ACTN4/MAD2L2/SORBS3/CDC42EP1/KANK1/ACTA1/PLA2G1B/ID1/WASF1/DLC1",45
"GO:0021700","GO:0021700","developmental maturation","33/1144","287/18866",0.000313588262334867,0.00956252004419055,0.00725249550354297,"BNC1/NTN4/GATA3/ACVRL1/ASCL1/S1PR1/BMP2/RB1/CEND1/HIF1A/FAM210B/RAB38/CLEC7A/RAB3A/PPARG/RYR1/DEFB1/SPINK5/HOXB13/YWHAZ/WNT5A/HES1/AGRN/FGFR3/APP/ZDHHC2/PTPRN/CCNB1/AURKA/CX3CR1/CD63/RAB32/STXBP1",33
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","21/1144","151/18866",0.000313635818765551,0.00956252004419055,0.00725249550354297,"IFT57/GATA3/VASP/RARA/FGFR2/HIF1A/LRP2/OVOL2/STIL/ZEB2/RDH10/SPINT1/SIX4/FZD6/CTHRC1/SFRP1/WNT5A/WNT7B/LAMA5/TEAD2/DLC1",21
"GO:0050769","GO:0050769","positive regulation of neurogenesis","49/1144","485/18866",0.000317907377898303,0.00964092374364319,0.00731195916742171,"TNFRSF1B/STMN2/HEYL/DLG5/SCN1B/ARHGEF2/GPER1/ASCL1/BMP2/TGIF2/TIAM1/RARA/HIF1A/LRP2/MEF2C/PLXNA1/NTRK2/CNR1/OBSL1/LIF/ZEB2/SKIL/SOCS2/SPINT1/APOE/NME2/LRP1/PPARG/TREM2/BIN1/ECT2/VLDLR/SPAG9/CXCL12/DNMT3B/NBL1/WNT5A/HES1/SEMA3A/GDPD5/ITPKA/GJC2/HDAC1/SERPINF1/RNF112/MAG/CX3CR1/DUOXA1/PTPRD",49
"GO:0007416","GO:0007416","synapse assembly","24/1144","184/18866",0.000324556089604358,0.00977948932253479,0.0074170513641662,"DNER/NRXN2/SRPX2/DLG5/SPOCK2/PCDH17/GABRB3/MEF2C/NTRK2/FLRT3/OBSL1/LRFN1/SIX4/SPTBN2/ERBB4/EPHA7/NLGN3/WNT5A/SLITRK6/AGRN/APP/ADGRF1/LRRN1/PTPRD",24
"GO:0045069","GO:0045069","regulation of viral genome replication","16/1144","100/18866",0.000325925494967215,0.00977948932253479,0.0074170513641662,"ZC3H12A/OASL/TOP2A/APOBEC3A/SRPK1/IFITM3/HACD3/IFITM1/ISG20/STOM/APOBEC3D/SLPI/HSPA8/BST2/OAS1/PARP10",16
