"","ID","Description","Count","GeneRatio","geneID"
"GO:1905099","GO:1905099","positive regulation of guanyl-nucleotide exchange factor activity",1,"1/1731","EPHA4"
"GO:1905228","GO:1905228","positive regulation of adhesion of symbiont to host epithelial cell",0,"0/1731",""
"GO:1905257","GO:1905257","positive regulation of RNA binding transcription factor activity",0,"0/1731",""
"GO:1905339","GO:1905339","positive regulation of cohesin unloading",0,"0/1731",""
"GO:1905514","GO:1905514","positive regulation of short-term synaptic potentiation",0,"0/1731",""
"GO:1905954","GO:1905954","positive regulation of lipid localization",10,"10/1731","SCARB1/CD36/PLIN2/HILPDA/SPP1/IL1B/ACSL5/CETP/LIPG/MYB"
"GO:0034260","GO:0034260","negative regulation of GTPase activity",4,"4/1731","F11R/IQGAP2/PLXNB3/SH3BP4"
"GO:0042754","GO:0042754","negative regulation of circadian rhythm",0,"0/1731",""
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity",17,"17/1731","NR0B2/CDKN2A/TONSL/NLRP2/PKD2/PELI1/FOXA2/BHLHE40/HAVCR2/NUPR1/RB1/MTURN/WFS1/KLF4/MAD2L2/HES1/SMAD7"
"GO:0043901","GO:0043901","negative regulation of multi-organism process",4,"4/1731","BST2/TIMP1/ARHGDIB/PRDX4"
"GO:0045759","GO:0045759","negative regulation of action potential",2,"2/1731","BIN1/CNR1"
"GO:0048086","GO:0048086","negative regulation of developmental pigmentation",0,"0/1731",""
"GO:0048525","GO:0048525","negative regulation of viral process",14,"14/1731","APOBEC3A/HDAC1/OASL/IFIT1/BST2/SRPK1/CCL3/IFITM3/IFITM1/ISG15/PTX3/MIR221/JUN/APOBEC3B"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",187,"187/1731","TP63/ADGRA2/ABCD1/SLIT3/NAMPT/CD74/HDAC1/HTRA1/CXCL13/SPRED1/RNF213/MRAP2/HOMER3/CXCL12/SERPINB4/DDX39B/EYA1/PKD2/CASQ2/HLA-DRB1/PRAME/SEMA6D/DKK3/SPRY4/CD96/CTNND1/ARHGEF2/FOXA2/SOX9/JAK3/CDK6/A2M/F2/BST2/LPXN/WIF1/HEY1/IL1RN/STMN3/GCLM/HGF/SNAI2/HLA-A/BMP4/SLC7A11/DLG5/ITPR1/NCOA7/SEMA4A/SLAMF8/DLC1/SLC2A10/NTN1/IGFBP4/DDIT4/NT5E/HEG1/PRR5L/TMEM14A/CEACAM1/MIR25/SESN1/CHRDL1/ARG2/UNC5B/DLL1/ERRFI1/C4BPB/CXCL17/SPP1/HIF1A/CDH5/TLE2/SOX17/PPP1R15A/CLU/LIF/SKIL/FAS/BCL2L10/UACA/PEA15/CPB2/MIR573/LMNA/PSMB8/IL1B/RASAL1/CADM4/PRKCQ/DPP4/VEPH1/PRICKLE1/TNFRSF10B/SPINK5/SH3BP4/AREG/SNX25/SEMA4G/CD44/PTPRE/PPARG/HTRA3/EPHA4/HAVCR2/VASN/PLAT/CTNNA2/ERBB3/SERPINB2/KANK2/RASIP1/SOD2/NLGN3/PTPRT/WNT5A/RB1/DUSP6/EPHB2/BAMBI/PALM3/EZR/WFS1/GDPD5/NBL1/MIR135A1/MIR590/APCDD1L/DAB2/GATA3/RASL11B/TXN/KLF4/AOAH/TNFAIP6/MAD2L2/YAP1/ERBB2/CITED1/SH2D1A/PEG10/ARRDC1/PDGFA/ETS1/ANXA1/TCF21/WWC1/STMN1/CD55/WWTR1/TMEM64/SHISA2/GDF15/PXDN/LTBP1/SMAD7/MIR221/PTPRC/CLIC2/PTGS2/TTLL12/C4BPA/DACT3/TNFRSF10A/BMP2/SRMS/CAVIN3/PTPN6/FOXO1/RIPOR2/ZBTB7B/PDGFRA/RGMA/RMI2/MAGI2/TGFB2/HERPUD1/PHPT1/CX3CL1/KANK1/ASPN/SMAD3/SH3GL2/PROC/IL13RA2/NMI/CD84"
"GO:0051051","GO:0051051","negative regulation of transport",51,"51/1731","STK39/BIN1/CD74/ATP1A2/PKD2/CASQ2/PKDCC/SYTL4/BST2/CD36/GABRE/VAMP8/PXK/MDFIC/TMEM14A/CEACAM1/ANKRD13B/FAM3D/ITGB3/PRKD1/RAB23/PTGER3/LIF/SESTD1/PEA15/IL1B/RHBDF1/LYPLA1/PACSIN3/CRYAB/NMU/PLN/INHA/ERBB3/HAMP/FGF12/EPHB2/FABP5/ABCA2/TXN/ANXA1/CNR1/IL11/NEDD4L/CLIC2/PTGS2/SREBF1/APOC1/SCAMP5/IL13RA2/CD84"
"GO:0051918","GO:0051918","negative regulation of fibrinolysis",2,"2/1731","F2/CPB2"
"GO:0110150","GO:0110150","negative regulation of biomineralization",7,"7/1731","SOX9/HEY1/CCR1/HIF1A/CCL3/TRPM4/ASPN"
"GO:0150119","GO:0150119","negative regulation of protein localization to cell-cell junction",0,"0/1731",""
"GO:1900047","GO:1900047","negative regulation of hemostasis",9,"9/1731","F2/CEACAM1/CPB2/PLAT/SERPINB2/COMP/PDGFA/PDGFRA/PROC"
"GO:1900096","GO:1900096","negative regulation of dosage compensation by inactivation of X chromosome",0,"0/1731",""
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation",1,"1/1731","EPHA4"
"GO:1900453","GO:1900453","negative regulation of long-term synaptic depression",0,"0/1731",""
"GO:1901134","GO:1901134","negative regulation of coflocculation",0,"0/1731",""
"GO:1902631","GO:1902631","negative regulation of membrane hyperpolarization",0,"0/1731",""
"GO:1902684","GO:1902684","negative regulation of receptor localization to synapse",0,"0/1731",""
"GO:1902886","GO:1902886","negative regulation of proteasome-activating ATPase activity",0,"0/1731",""
"GO:1903665","GO:1903665","negative regulation of asexual reproduction",0,"0/1731",""
"GO:1904180","GO:1904180","negative regulation of membrane depolarization",0,"0/1731",""
"GO:1904873","GO:1904873","negative regulation of telomerase RNA localization to Cajal body",0,"0/1731",""
"GO:1904911","GO:1904911","negative regulation of establishment of RNA localization to telomere",0,"0/1731",""
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization",12,"12/1731","PKDCC/SYTL4/CD36/MDFIC/FAM3D/RAB23/IL1B/RHBDF1/LYPLA1/TXN/ANXA1/SREBF1"
"GO:1905098","GO:1905098","negative regulation of guanyl-nucleotide exchange factor activity",2,"2/1731","STMN1/RIPOR2"
"GO:1905227","GO:1905227","negative regulation of adhesion of symbiont to host epithelial cell",0,"0/1731",""
"GO:1905256","GO:1905256","negative regulation of RNA binding transcription factor activity",0,"0/1731",""
"GO:1905338","GO:1905338","negative regulation of cohesin unloading",0,"0/1731",""
"GO:1905385","GO:1905385","negative regulation of protein localization to presynapse",0,"0/1731",""
"GO:1905513","GO:1905513","negative regulation of short-term synaptic potentiation",0,"0/1731",""
"GO:1905869","GO:1905869","negative regulation of 3'-UTR-mediated mRNA stabilization",0,"0/1731",""
"GO:1905953","GO:1905953","negative regulation of lipid localization",5,"5/1731","ITGB3/PPARG/PNPLA2/ABCA2/APOC1"
"GO:2000326","GO:2000326","negative regulation of nuclear receptor transcription coactivator activity",0,"0/1731",""
"GO:2000536","GO:2000536","negative regulation of entry of bacterium into host cell",0,"0/1731",""
"GO:0032879","GO:0032879","regulation of localization",347,"347/1731","TP63/MLC1/ADGRA2/TRPV2/SYP/VSIR/STK39/EPB41L2/ACTN4/AMOTL1/BIN1/NR0B2/STAC2/GNAS/TMEM38B/CD74/CARMIL1/SHANK3/JPH1/SWAP70/CXCL13/SPRED1/KCNMA1/HSPA8/MGAT3/MRAP2/HOMER3/BAIAP3/SCARB1/EPB41L4B/ATP1A2/CXCL12/IL24/STOM/TACSTD2/CSF1/PKD2/CASQ2/CSF1R/HLA-DRB1/LRRC15/CCL11/PAM/RAC2/PLA2G1B/SEMA6D/KCNQ1/NOX1/BCAR1/LLGL2/TBC1D1/SPN/FHL1/ITPR3/MIR200A/PKDCC/SLC26A6/GPR143/SYTL4/DNAJC6/ARHGEF2/FOXA2/EFNA5/SOX9/CDK6/PLVAP/F2/BST2/BST1/LLGL1/MIEN1/PRSS8/NOS2/CD36/JUP/KCNJ8/HGF/SNAI2/BEX4/GABRE/UNC13B/SLC25A27/PLIN2/ZDHHC2/BMP4/ARHGDIG/SLC7A11/CLIC4/DLG5/ITPR1/GRIK5/SFN/STAC3/VAMP8/SEMA4A/CCR1/CACNA2D2/SCIN/LAMA3/SELE/CCL26/TIAM1/SLAMF8/DLC1/SIX4/DOC2B/NTN1/DUOX1/KCNJ10/PXK/MDFIC/PRR5L/HILPDA/TMEM14A/SYT13/OPHN1/CEACAM1/DDX58/DOCK8/SPOCK2/DLL1/ANKRD13B/FAM3D/ACSL3/C4BPB/ITGB3/PRKD1/RAB23/PHACTR1/GAPDH/PTGER3/CXCL17/PLXNA1/SPP1/HIF1A/IL2RB/AFDN/DTX3L/CDH5/TIE1/MYLK/IFI27/JAM3/MCU/CLU/LIF/EHD2/TREM2/CCL3/KCNG1/SESTD1/GRB7/TIMP1/PEA15/NDC80/CPB2/SRPX2/PLXNB3/SLC5A3/CD99L2/LMNA/ASTN2/MALAT1/SLC30A4/CA2/KCND2/IL1B/RHBDF1/PTP4A1/NEDD9/CADM4/C5AR1/ACSL5/DPP4/CLSTN3/SGK1/SPOCK3/S100A14/LYPLA1/DPP6/SARAF/PACSIN3/CRYAB/NMU/GJA5/DSP/SEMA4G/SORBS1/EDNRB/PPARG/HIP1/PLN/MIR196A1/MEF2C/MERTK/GPR27/INHA/RHOU/SDC1/SYN1/NNAT/CYBA/VEGFB/PNPLA2/HAP1/CCR5/IL6R/TJP1/NAPB/CLDN5/STON1/CTNNA2/ERBB3/MYO5A/RAB3A/HAMP/SCN1B/S100A7/ARHGDIB/SOD2/SIRPG/CETP/IFITM1/NLGN3/PTPRT/WNT5A/FGF12/PCDH17/P2RY2/RB1/HCLS1/FRMD5/RRAS2/GAS1/EPHB2/TRPM4/NEFL/EZR/WFS1/PPARGC1A/FABP5/NBL1/ADCY1/MIR590/ARC/DAB2/ABCA2/GATA3/DDR2/LIPG/MYOM1/ARHGEF5/PODXL/TRIM22/TXN/KLF4/PKN1/TNFAIP6/KCNJ2/GZMB/ERBB2/PMAIP1/CEMIP/PDGFA/PLK3/PTPRM/PARD6G/ETS1/ANXA1/TESC/SINHCAF/RYR1/NR2F2/FES/WWC1/STMN1/HMGN3/CNR1/HYAL1/IL11/SLC11A1/C3AR1/PTX3/CLEC7A/NEDD4L/SMAD7/MIR221/PTPRC/VAMP2/NCS1/DEFB1/CLIC2/CPT1A/PTGS2/STK10/SREBF1/C4BPA/PFKFB2/PIK3R1/CXCL14/ABHD17C/VIL1/BMP2/RTN2/PAX8/PRKX/ACHE/S1PR1/TRPM2/PTPN6/SASH1/RIPOR2/REN/JUN/CD151/CLDN10/PDGFRA/ECT2/CSPG5/UNC5C/ZFP36L1/MYB/MAGI2/TGFB2/RASSF5/PHPT1/CX3CL1/ABHD6/ADAMTS9/GNL3L/APOC1/KANK1/RAPGEF3/KCNN2/MAPRE2/SMAD3/TP53INP2/MIR23A/SCAMP5/SH3GL2/LAMA1/TMEM38A/FGF18/IL13RA2/GIPC1/CLDN18/CD84"
"GO:0042752","GO:0042752","regulation of circadian rhythm",10,"10/1731","NOCT/BHLHE40/OPN3/NMU/PPARG/FBXL6/PPARGC1A/ADCY1/PTGDS/MAPK10"
"GO:0043900","GO:0043900","regulation of multi-organism process",8,"8/1731","AURKA/BST2/TIMP1/EDNRB/LHFPL2/ARHGDIB/CNR1/PRDX4"
"GO:0043903","GO:0043903","regulation of symbiotic process",28,"28/1731","APOBEC3A/CD74/HDAC1/HSPA8/STOM/CSF1R/HLA-DRB1/PC/OASL/IFIT1/BST2/SRPK1/MDFIC/GAPDH/IFI27/CCL3/IFITM3/IFITM1/TRIM22/POLR2L/HPN/ISG15/PTX3/MIR221/CHMP4C/JUN/KPNA2/APOBEC3B"
"GO:0048070","GO:0048070","regulation of developmental pigmentation",1,"1/1731","ADAMTS9"
"GO:0048518","GO:0048518","positive regulation of biological process",686,"686/1731","TP63/CD24/MLC1/IGHV3-35/IGHV3-21/AURKA/IGHV3-11/ADGRA2/SH2D3C/TRPV2/IGF2/VSIR/STK39/LPCAT1/EPB41L2/ABCD1/CKS2/HLA-DMB/THRB/CD83/NAMPT/MAP3K21/LRRN1/HHLA2/TSPYL5/ACTN4/AMOTL1/F11R/BIN1/IQGAP2/SSBP2/NR0B2/STAC2/IER2/GNAS/IGHV1-45/IGHV4-39/IGHV2-5/IGHV3-13/PHLDB1/TRBV7-9/CD74/IGHV3-72/CARMIL1/NTRK2/HDAC1/CDKN2A/SHANK3/EVI2B/SWAP70/COLGALT1/CLEC3B/HTRA1/CXCL13/SPRED1/CTSC/KCNMA1/HSPA8/MGAT3/CDC42EP1/GCH1/NFIC/MRAP2/BAIAP3/SCARB1/IGHV3-15/IGHV3-48/IGHV3-7/PTHLH/TSHZ3/EPB41L4B/NLRP2/ATP1A2/ZNF488/BIRC3/SMARCA2/CXCL12/IL24/DDX39B/SCGN/FGD1/MID1/IGKV1D-39/STOM/TACSTD2/CSF1/DSTN/EYA1/ACTA1/ITPKB/NOCT/FAM53B/PKD2/EPHB3/CASQ2/CSF1R/HLA-DRB1/S100A4/PRAME/JUND/PPBP/LRRC15/CCL11/RAC2/KRT17/CYTL1/PLA2G1B/STRA6/SEMA6D/MUC13/PC/HNF1A/FGFR4/KCNQ1/NOX1/BCAR1/KCTD17/SPN/PELI1/MAP3K5/IGHV5-51/IGHV3-33/IGLV2-8/FHL1/ITPR3/MAP3K1/SAMD4A/SRPX/MIR200A/TYRP1/PKDCC/SLC26A6/ASAP1/SYTL4/ARHGEF2/FOXA2/EFNA5/PKP3/IGKV1-39/SOX9/PLEKHA2/JAK3/CDK6/AURKAIP1/A2M/TGIF2/IFIT1/PLVAP/F2/BST2/BST1/LPXN/WIF1/RAB34/HEY1/SH3D19/BAIAP2L2/TNFAIP8/CHSY1/RNF112/MIEN1/VAV1/PRSS8/ETV1/NOS2/E2F2/RAD51/DTX1/CD36/COL26A1/JUP/STAP2/SVIL/IGHV2-26/IGHV3-20/MT3/EBF4/SRPK1/HGF/PGC/SNAI2/PDLIM1/UNC13B/HLA-A/PIM2/SLC25A27/PLIN2/WNT6/SLC39A14/ZDHHC2/IGKV2-30/BMP4/ALDH1A3/DLG5/NCOA7/GRIK5/SFN/STAC3/VAMP8/SLC7A1/NDN/AKR1C3/SEMA4A/FCGR3A/CCR1/SHC2/CCNB1/CACNA2D2/SCIN/CD79B/SELE/FNIP2/CCL26/TIAM1/DLC1/HNF4G/SIX4/DOC2B/SLC2A10/NTN1/IGHV1-3/IGHV4-34/IGHV3-23/IGHV4-28/TPX2/SDR16C5/IGFBP4/FNBP1L/DUOX1/DDIT4/MDFIC/HEG1/PRR5L/EPHA7/HILPDA/TXNIP/RUNX3/BLNK/CEACAM1/HLA-H/SESN1/DDX58/DOCK8/ARG2/SCTR/GPRC5B/UNC5B/CD3D/SPOCK2/DLL1/ELF4/GLMP/PGK1/VGLL1/ACSL3/C4BPB/ITGB3/TRPS1/PRKD1/IRF1/RBM24/TFPT/PLEKHA4/GAPDH/TEAD3/PTGER3/CXCL17/PLXNA1/DOK7/NR2F1/IFT57/LPAR6/SPP1/CTSG/HIF1A/IL2RB/AFDN/DTX3L/CDH5/TIE1/MYLK/SOX17/BATF/HTATIP2/ZBTB16/MCU/TFAP2C/PPP1R15A/SULT2B1/IGHV3-66/SORBS3/CLU/LIF/SKIL/EHD2/TREM2/RHEX/CCL3/TRAC/ACACA/FAS/GRB7/BCL2L10/UACA/BCAR3/TIMP1/PEA15/ASB9/NDC80/CPB2/SRPX2/PLXNB3/SLC4A4/SLC5A3/BRINP1/CD99L2/SLAMF6/PNP/LMNA/EHF/AZGP1/CDKN2B/FOXD1/MALAT1/G0S2/PSMB8/IQGAP3/CA2/IL1B/DLX6/PROM1/CREB3L4/BAG2/DBP/PTP4A1/RASAL1/NEDD9/ITGB8/NFAM1/C5AR1/PRKCQ/ACSL5/DPP4/SLC39A5/CLSTN3/PRICKLE1/SGK1/ASCL1/HOXD8/S100A14/IGHV1-18/IGHV3-49/IGHV1-58/TNFRSF10B/MEIS2/RNF128/GADD45G/HELZ2/SH3BP4/PCOLCE2/BHLHA15/CALB2/PACSIN3/SALL2/AREG/NMU/GPIHBP1/GJA5/WHRN/MARCO/SEMA4G/CD44/SORBS1/EDNRB/PPARG/HIP1/LHFPL2/C2CD4A/EPS8L3/ARMCX3/MEF2C/TCF7/MERTK/HLA-DRA/GPR27/INHA/HOXA10/RHOU/RNF19B/EPHA4/SDC1/HEBP2/BAIAP2L1/NNAT/CYBA/VEGFB/PNPLA2/HAVCR2/HAP1/SHC1/LMO2/IL6R/TJP1/FLRT3/GSDMD/CLDN5/CFB/MAML2/CTNNA2/ERBB3/COMP/RAB3A/HAMP/SCN1B/S100A7/EFNA3/RASIP1/SOD2/SIRPG/CETP/IGHV1-24/IFITM1/NLGN3/RASSF10/ALKAL2/MAOA/NUPR1/IRF7/WNT5A/FGF12/UBE2E2/P2RY2/ETV4/PLAGL1/NEK2/RB1/LUM/DUSP6/HCLS1/FRMD5/RFC3/RRAS2/KL/EPHB2/MTURN/MICAL2/TRPM4/NEFL/IGKV1D-12/BAMBI/CDC6/EZR/PLEKHN1/WFS1/PPARGC1A/FABP5/GDPD5/NBL1/ADCY1/MAFB/MIR590/EGFL6/ARC/DAB2/SLC1A3/ABCA2/CDH17/GATA3/ECM2/VANGL2/DDR2/TBL1X/LIPG/MYOM1/NFE2L3/NFIX/ARHGEF5/PTPRN/TNFRSF12A/PODXL/TRIM22/TXN/KLF4/ADM2/ACTL6A/ZNF300/PKN1/PLP1/TNFAIP6/NFE2/MAD2L2/RAB38/OBSL1/KCNJ2/MYH9/GZMB/PVR/YAP1/ERBB2/PMAIP1/HP/LRRC19/CITED1/CEMIP/SH2D1A/IGKV1-12/ASPM/SPI1/PDGFA/FAM20C/NET1/POLR2L/PLK3/ETS1/ANXA1/TBX3/FHL5/HPN/DTL/CLEC11A/TESC/IGHV3-53/PHLDA1/SINHCAF/TCF21/SHMT2/NR2F2/ATP6V0C/FES/HES1/C1S/WWC1/LIFR/STMN1/HMGN3/CNR1/CD55/IL1RAP/HYAL1/SCD/CDC7/WWTR1/IL11/CDC45/RRAGD/SLC11A1/FPR3/ISG15/C3AR1/PTX3/TMEM64/KLF11/CLEC7A/NRIP1/CXCL5/GDF15/GDPD2/ARPC1B/OLFM1/LOXL2/TRAF1/CYTH3/NEDD4L/STARD10/ADGRF1/SMAD7/MIR221/MUC2/PTPRC/PKP1/PBX3/GLIS3/SMARCA1/VAMP2/NCS1/TENM3/ACTA2/DEFB1/E2F7/CHMP4C/MOAP1/CD1D/NPM2/SLC45A3/CLIC2/CPT1A/MAPK10/PTGS2/SREBF1/C4BPA/WWP1/PFKFB2/VLDLR/PIK3R1/CXCL14/ABHD17C/CHTF18/APOL3/VIL1/TNFRSF10A/OVOL2/BMP2/PAX8/PTGER2/ACHE/MMP2/IGHV4-61/IGHV1-69/DOCK3/FOXA3/CAVIN3/ADCY3/S1PR1/PTPN6/SASH1/VDR/IL18/FOXO1/BTN3A3/TPD52L1/RIPOR2/SOX12/JUN/CD151/ZBTB7B/ACOX2/PTH1R/PDGFRA/GDF11/SOX18/ECT2/CSPG5/S100A13/KPNA2/RGMA/UNC5C/CREB3L2/PBX1/ZFP36L1/FOSL1/MUC5B/BAIAP2/C1RL/MYB/MAGI2/BTN3A1/HLA-DPA1/TGFB2/RASSF5/MYLIP/HERPUD1/PHPT1/CX3CL1/APBB2/ABHD6/ADAMTS9/REG3A/ID4/RNF122/SSBP4/GNL3L/APOC1/PRF1/KANK1/RAPGEF3/TEF/MAPRE2/SMAD3/STK17B/TP53INP2/MIR23A/SCAMP5/PTPRD/SH3GL2/BTNL9/FGF18/CD1A/TACC1/PRRX1/FAM210B/PROC/IL13RA2/GIPC1/NMI/FGFR2/CD84"
"GO:0048519","GO:0048519","negative regulation of biological process",555,"555/1731","TP63/CD24/AURKA/ADGRA2/ANXA8L1/SERPINB1/IGF2/VSIR/STK39/LPCAT1/ABCD1/FBXO2/SLIT3/THRB/CD83/NAMPT/SATB1/ACTN4/F11R/BIN1/APOBEC3A/IQGAP2/NR0B2/SAMD1/TMEM38B/CD74/ELFN1/PPP1R14C/CARMIL1/NTRK2/HDAC1/CDKN2A/SHANK3/JPH1/EVI2B/SWAP70/HTRA1/CXCL13/SPRED1/CTSC/KCNMA1/HSPA8/MGAT3/NFIC/RNF213/GNG4/TONSL/MRAP2/HOMER3/PTHLH/TSHZ3/NLRP2/ATP1A2/ZNF488/BIRC3/SMARCA2/CXCL12/IL24/SERPINB4/DDX39B/MID1/TACSTD2/CSF1/EYA1/ITPKB/NOCT/PKD2/CASQ2/CSF1R/HLA-DRB1/PRAME/RARRES1/LRRC15/CCL11/CLMN/NUP210/MTSS1/SEMA6D/PC/OASL/KCNQ1/DKK3/SPN/PELI1/FHL1/SPRY4/ITPR3/SAMD4A/CD96/CTNND1/SRPX/MIR200A/PKDCC/MEG3/ASAP1/SYTL4/ARHGEF2/FOXA2/EFNA5/PKP3/EIF4EBP3/SOX9/JAK3/CDK6/AURKAIP1/A2M/TGIF2/IFIT1/F2/CXCL1/BST2/LPXN/WIF1/HEY1/TNFAIP8/CHSY1/IL1RN/RNF112/MIEN1/NOS2/E2F2/RAD51/DTX1/CD36/JUP/SVIL/STMN3/MT3/GCLM/SRPK1/HGF/SNAI2/BEX4/GABRE/HLA-A/PIM2/SLC25A27/BMP4/ARHGDIG/MYEF2/SLC7A11/CLIC4/DLG5/ITPR1/NCOA7/SFN/VAMP8/IKZF1/NDN/SYCP2/AKR1C3/SEMA4A/LSM7/BHLHE40/CCR1/CCNB1/SCIN/FNIP2/SLAMF8/DLC1/SIX4/SERPINA1/SLC2A10/NTN1/TPX2/SDR16C5/IGFBP4/DDIT4/PXK/MLF1/MDFIC/NT5E/HEG1/PRR5L/EPHA7/ANXA8/TXNIP/TMEM14A/RUNX3/OPHN1/CEACAM1/MIR25/SESN1/DDX58/DOCK8/CHRDL1/ARG2/UNC5B/SPOCK2/PTPRH/DLL1/ANKRD13B/FAM3D/PGK1/ERRFI1/DHCR24/C4BPB/ITGB3/TRPS1/PRKD1/IRF1/DENND5A/HLA-DOA/RBM24/RAB23/RPL18A/PHACTR1/GAPDH/PTGER3/CXCL17/PLXNA1/GSPT2/NR2F1/IFT57/SPP1/UBA7/HIF1A/IL2RB/AFDN/DTX3L/CDH5/TLE2/TIE1/IFI27/SOX17/JAM3/HTATIP2/ZBTB16/TNFRSF11B/TFAP2C/PPP1R15A/PHACTR3/SULT2B1/SORBS3/CLU/LIF/SKIL/TREM2/CCL3/SESTD1/DEPDC1/FAS/GRB7/BCL2L10/UACA/GCHFR/CAST/TIMP1/PEA15/MIR621/NDC80/CPB2/PLXNB3/MIR573/BRINP1/SERPINB5/MIR186/LMNA/AZGP1/CDKN2B/ASTN2/PTGES/FOXD1/C8orf88/PSMB8/IQGAP3/IL1B/ZBED6/RHBDF1/BAG2/RASAL1/CADM4/ITGB8/CHADL/C5AR1/PRKCQ/DPP4/VEPH1/PRICKLE1/ASCL1/HOXD8/SPOCK3/TNFRSF10B/LYPLA1/SPINK5/ADAMDEC1/MEIS2/RNF128/HELZ2/SH3BP4/BHLHA15/PACSIN3/SALL2/AREG/CRYAB/NMU/SNX25/GJA5/SEMA4G/CD44/EDNRB/PTPRE/PPARG/PLN/PCSK1N/RENBP/MIR196A1/RBBP8/MEF2C/TCF7/MERTK/IFITM3/HTRA3/CGREF1/INHA/FBXO6/EPHA4/STIL/CYBA/LIMA1/PNPLA2/CBX2/HAVCR2/HAP1/VASN/SHC1/TES/PPP1R35/CCR5/PLAT/TJP1/LAPTM4B/CLDN5/MCM2/CTNNA2/ERBB3/SERPINB2/MYO5A/KANK2/COMP/TFPI2/HAMP/EFNA3/PON3/RASIP1/ARHGDIB/SOD2/SIRPG/CETP/IFITM1/NLGN3/PTPRT/NUPR1/IRF7/WNT5A/FGF12/PCDH17/PLAGL1/NEK2/RB1/DUSP6/HCLS1/ORMDL3/FRMD5/RPS21/GAS1/EPHB2/MTURN/TRPM4/NEFL/BAMBI/PALM3/CDC6/EZR/PLEKHN1/WFS1/PPARGC1A/FABP5/GDPD5/NBL1/MAFB/COL5A2/MIR135A1/MIR590/ARC/APCDD1L/DAB2/ABCA2/GATA3/TBL1X/LXN/NFE2L3/NFIX/PPP1R1B/PODXL/TRIM22/RASL11B/TXN/KLF4/AOAH/PKN1/TNFAIP6/MAD2L2/MYH9/GZMB/YAP1/ERBB2/HP/TSPYL2/CITED1/CEMIP/SH2D1A/SH2D4A/PEG10/ASPM/SPI1/ARRDC1/PDGFA/RPLP2/POLR2L/PLK3/PTPRM/ETS1/ANXA1/TBX3/HPN/DTL/CRIM1/TESC/SINHCAF/RYR1/TCF21/SHMT2/NR2F2/HES1/LDOC1/WWC1/STMN1/CNR1/CD55/HYAL1/CDC7/WWTR1/IL11/CDC45/ABCC2/RRAGD/SLC11A1/PTMA/ISG15/PTX3/TMEM64/KLF11/NRIP1/SSTR2/SHISA2/GDF15/PXDN/OLFM1/LOXL2/NEDD4L/LTBP1/SMAD7/MIR616/MIR221/PTPRC/PKP1/GLIS3/E2F7/CHMP4C/CLIC2/CDA/MAPK10/PTGS2/SREBF1/TTLL12/C4BPA/WWP1/PRDX4/PIK3R1/CXCL14/DNAJB1/ABHD17C/VIL1/DACT3/TNFRSF10A/OVOL2/BMP2/PAX8/KNTC1/SRMS/ACHE/CAVIN3/S1PR1/TRPM2/PTPN6/VDR/IL18/FOXO1/RIPOR2/JUN/ZBTB7B/PTH1R/PDGFRA/GDF11/SOX18/RGMA/PBX1/RMI2/BCHE/ZFP36L1/CENPF/FOSL1/MYB/MAGI2/RPS18/TGFB2/RASSF5/MYLIP/HERPUD1/PHPT1/CX3CL1/ADAM22/APBB2/ABHD6/ADAMTS9/REG3A/ID4/APOBEC3B/GNL3L/APOC1/RPL36/KANK1/RAPGEF3/ASPN/SMAD3/TP53INP2/MIR23A/SCAMP5/SH3GL2/IGF2BP2/TMEM38A/DHRS2/CBX7/PRRX1/PI3/PROC/IL13RA2/GIPC1/BHLHE41/QSOX1/NMI/FGFR2/CLDN18/CD84"
